Wall time,Step,Value
1741491653.4299643,1024,321.3333435058594
1741491654.1988964,1536,191
1741491655,2048,143.2142791748047
1741491655.5671322,2560,106.125
1741491656.270565,3072,85
1741491656.9552038,3584,74.52083587646484
1741491657.6640694,4096,63.9375
1741491658.4035325,4608,56.58024597167969
1741491659.4037929,5120,51.55555725097656
1741491660,5632,33.22999954223633
1741491660.8117802,6144,28.899999618530273
1741491661.5149517,6656,27.290000915527344
1741491662.1982749,7168,25.780000686645508
1741491662.9344482,7680,24.200000762939453
1741491663.6671658,8192,23.549999237060547
1741491664.3947146,8704,22.31999969482422
1741491665,9216,21.489999771118164
1741491665.7675679,9728,20.920000076293945
1741491666.6509662,10240,20.75
1741491667.3306787,10752,20.559999465942383
1741491668.0538611,11264,20
1741491668.7615998,11776,19.739999771118164
1741491669.4707384,12288,19.09000015258789
1741491670.1654112,12800,18.420000076293945
1741491670.853951,13312,17.959999084472656
1741491671.5945485,13824,17.90999984741211
1741491672.3133168,14336,17.540000915527344
1741491673.0195763,14848,17.43000030517578
1741491673.9482067,15360,17.770000457763672
1741491674.6574771,15872,17.739999771118164
1741491675.4117765,16384,18.37999916
1741491676.1041448,16896,18.12999916
1741491676.8179147,17408,18.610000610351562
1741491677.5187566,17920,18.219999313354492
1741491678.2172272,18432,18.299999237060547
1741491678.9106472,18944,17.940000534057617
1741491679.627402,19456,17.690000534057617
1741491680.335791,19968,17.81999969482422
1741491681.2484381,20480,17.530000686645508
1741491682,20992,17.219999313354492
1741491682.6906998,21504,17.239999771118164
1741491683.4196048,22016,16.850000381469727
1741491684.1550877,22528,17.18000030517578
1741491684.8933256,23040,17.12000084
1741491685.5888996,23552,17.06999969482422
1741491686.2786782,24064,16.229999542236328
1741491686.9696934,24576,16.5
1741491687.6693773,25088,16.65999984741211
1741491688.6150398,25600,16.979999542236328
1741491689.3459015,26112,16.739999771118164
1741491690.0789247,26624,16.079999923706055
1741491690.7970743,27136,15.670000076293945
1741491691.4850118,27648,15.850000381469727
1741491692.1859794,28160,15.850000381469727
1741491692.9605381,28672,15.859999656677246
1741491693.6809258,29184,15.90999984741211
1741491694.378314,29696,15.880000114440918
1741491695.077779,30208,15.819999694824219
1741491696.080664,30720,15.350000381469727
1741491696.7639186,31232,16.920000076293945
1741491697.5308614,31744,16.84000015258789
1741491698.2536774,32256,16.84000015258789
1741491698.9601185,32768,16.87999916
1741491699.649643,33280,16.190000534057617
1741491700.3662176,33792,16.530000686645508
1741491701.0779562,34304,16.62999916
1741491701.8235881,34816,15.609999656677246
1741491702.5303063,35328,15.25
1741491703.3851404,35840,15.15999984741211
1741491704.0684316,36352,15.130000114440918
1741491704.764866,36864,15.569999694824219
1741491705.4646454,37376,15.510000228881836
1741491706.2311323,37888,15.420000076293945
1741491706.9444342,38400,14.90999984741211
1741491707.6818311,38912,14.869999885559082
1741491708.4261756,39424,15.010000228881836
1741491709.1668334,39936,14.93999958
1741491709.8978415,40448,14.93999958
1741491710.8346875,40960,14.850000381469727
1741491711.5781722,41472,14.880000114440918
1741491712.3054087,41984,14.729999542236328
1741491713.0309749,42496,14.760000228881836
1741491713.7271712,43008,14.829999923706055
1741491714.4697952,43520,14.539999961853027
1741491715.2587566,44032,14.56000042
1741491716.0459065,44544,14.550000190734863
1741491716.7771494,45056,15.460000038146973
1741491717.5260034,45568,15.520000457763672
1741491718.389956,46080,15.449999809265137
1741491719.1363604,46592,14.43999958
1741491719.8324723,47104,14.300000190734863
1741491720.5466454,47616,14.319999694824219
1741491721.2891424,48128,14.680000305175781
1741491722.0123684,48640,14.710000038146973
1741491722.7044344,49152,14.739999771118164
1741491723.433854,49664,14.390000343322754
1741491724.1253526,50176,14.600000381469727
1741491724.8084297,50688,14.569999694824219
1741491725.6687982,51200,14.31000042
1741491726.3904142,51712,14.84000015258789
1741491727.0947862,52224,14.779999732971191
1741491727.8567367,52736,14.869999885559082
1741491728.5641458,53248,14.31000042
1741491729.2747674,53760,14.430000305175781
1741491730.0132554,54272,14.31000042
1741491730.7489922,54784,14.25
1741491731.4566061,55296,14.140000343322754
1741491732.2145777,55808,14.170000076293945
1741491733.0686853,56320,14.199999809265137
1741491733.7786663,56832,14.229999542236328
1741491734.4916365,57344,14.289999961853027
1741491735.193683,57856,14.279999732971191
1741491735.9050343,58368,14.260000228881836
1741491736.6432366,58880,14.119999885559082
1741491737.334338,59392,14.15999984741211
1741491738.0151763,59904,17.690000534057617
1741491738.7747066,60416,17.760000228881836
1741491739.4979336,60928,14.180000305175781
1741491740.4250336,61440,14.25
1741491741.1586146,61952,14.18999958
1741491742,62464,14.180000305175781
1741491742.6265962,62976,14.319999694824219
1741491743.346513,63488,14.329999923706055
1741491744.064919,64000,14.430000305175781
1741491744.825401,64512,14.399999618530273
1741491745.545059,65024,14.600000381469727
1741491746.246002,65536,14.569999694824219
1741491746.970907,66048,14.470000267028809
1741491747.8634977,66560,14.170000076293945
1741491748.5637124,67072,14.079999923706055
1741491749.3226564,67584,14.079999923706055
1741491750.005858,68096,14.130000114440918
1741491750.6971257,68608,14.140000343322754
1741491751.4165514,69120,14.140000343322754
1741491752.1226838,69632,14.15999984741211
1741491752.8492444,70144,14.510000228881836
1741491753.6024816,70656,14.68999958
1741491754.2904198,71168,14.489999771118164
1741491755.1561127,71680,14.149999618530273
1741491755.8742075,72192,14.380000114440918
1741491756.5956235,72704,14.270000457763672
1741491757.321158,73216,14.210000038146973
1741491758.0867155,73728,14.220000267028809
1741491758.7806346,74240,14.220000267028809
1741491759.5088599,74752,14.239999771118164
1741491760.3386488,75264,14.050000190734863
1741491761.026365,75776,14.050000190734863
1741491761.719892,76288,14.06000042
1741491762.603535,76800,14.039999961853027
1741491763.3284206,77312,14.06000042
1741491764.0553443,77824,14.130000114440918
1741491764.7903485,78336,14.15999984741211
1741491765.5575461,78848,14.140000343322754
1741491766.3082538,79360,14.06000042
1741491767.0337102,79872,14.260000228881836
1741491767.732633,80384,14.270000457763672
1741491768.444589,80896,14.220000267028809
1741491769.1643684,81408,14.130000114440918
1741491770.0296152,81920,14.119999885559082
1741491770.8059087,82432,14.100000381469727
1741491771.5239286,82944,14.020000457763672
1741491772.2362506,83456,14.09000015258789
1741491772.9256837,83968,14.220000267028809
1741491773.6287262,84480,15.170000076293945
1741491774.3261852,84992,15.09000015258789
1741491775.1090217,85504,15.029999732971191
1741491775.8402443,86016,14.079999923706055
1741491776.5515897,86528,14.069999694824219
1741491777.3856435,87040,14.020000457763672
1741491778.083612,87552,14.020000457763672
1741491778.7820017,88064,14.170000076293945
1741491779.5753632,88576,14.18999958
1741491780.3016582,89088,14.510000228881836
1741491781.025777,89600,14.40999984741211
1741491781.752745,90112,14.380000114440918
1741491782.4683566,90624,14.09000015258789
1741491783.1818385,91136,14.15999984741211
1741491783.9622266,91648,14.149999618530273
1741491784.8273666,92160,14.119999885559082
1741491785.5283222,92672,14.06000042
1741491786.233184,93184,14.109999656677246
1741491786.928402,93696,14.119999885559082
1741491787.6580474,94208,14.069999694824219
1741491788.4030368,94720,14.029999732971191
1741491789.1396194,95232,14.010000228881836
1741491789.894908,95744,14
1741491790.6122067,96256,14
1741491791.3063383,96768,14
1741491792.2455583,97280,14
1741491793.0013025,97792,14
1741491793.728219,98304,14.050000190734863
1741491794.4273493,98816,14.069999694824219
1741491795.2134674,99328,14.220000267028809
1741491796.0495949,99840,14.18999958
1741491796.8700223,100352,14.180000305175781
