Wall time,Step,Value
1741559599.0312471,13322,832.625
1741559646.7257116,15438,643.25
1741559648.0383093,15497,553.4642944335938
1741559664.498918,16213,450.3611145019531
1741559667.9941614,16365,371.93182373046875
1741559671.133494,16501,343.7708435058594
1741559674.6976845,16653,320.25
1741559676.1152964,16714,298.46429443359375
1741559677.6767266,16780,279.6666564941406
1741559679.0651953,16839,263.109375
1741559680.556132,16899,248.51470947265625
1741559681.9739296,16959,235.5416717529297
1741559683.319497,17017,223.90789794921875
1741559684.8584378,17081,213.5124969482422
1741559686.1716714,17138,204.0238037109375
1741559688.844143,17254,187.54347229003906
1741559691.5856209,17368,173.67999267578125
1741559692.9074128,17424,134.4600067138672
1741559699.6095643,17706,22.68000030517578
1741559700.8833768,17761,22.639999389648438
1741559702.2694476,17821,21.270000457763672
1741559703.5465384,17876,16.62999916
1741559704.7991126,17931,16.43000030517578
1741559707.4925897,18046,15.449999809265137
1741559711.6849627,18222,14.420000076293945
1741559713,18278,14.390000343322754
1741559715.6649413,18390,14.31000042
1741559717.0204997,18448,14.31000042
1741559718.3513148,18506,14.25
1741559719.6736257,18561,14.229999542236328
1741559722.3322575,18675,14.210000038146973
1741559725,18788,14.199999809265137
1741559726.4017882,18847,14.229999542236328
1741559730.2621655,19016,14.239999771118164
1741559731.5492187,19073,14.229999542236328
1741559732.8724744,19129,14.229999542236328
1741559734.2078087,19187,14.260000228881836
1741559735.4383295,19242,14.210000038146973
1741559739.444421,19417,14.289999961853027
1741559740.735234,19474,14.279999732971191
1741559743.318301,19586,14.210000038146973
1741559745.9376237,19697,14.18999958
1741559747.2694888,19755,14.229999542236328
1741559748.5399923,19811,14.210000038146973
1741559749.8991716,19868,14.199999809265137
1741559751.2050693,19923,14.170000076293945
1741559753.8714375,20037,14.18999958
1741559755.2460685,20094,14.18999958
1741559756.5792253,20152,14.18999958
1741559757.8732753,20209,14.210000038146973
1741559760.3533602,20323,14.199999809265137
1741559762.9049187,20435,14.18999958
1741559764.2303495,20492,14.18999958
1741559766.7657523,20603,14.15999984741211
1741559768.0539281,20658,14.15999984741211
1741559770.5964923,20769,14.100000381469727
1741559771.896444,20825,14.079999923706055
1741559773.151138,20881,14.069999694824219
1741559774.4224453,20936,14.06000042
1741559775.6519618,20990,14.039999961853027
1741559776.906446,21046,14.029999732971191
1741559779.4744666,21160,14.050000190734863
1741559780.834404,21217,14.06000042
1741559782.0677407,21271,14.029999732971191
1741559783.3288584,21327,14.039999961853027
1741559789.7313719,21600,13.90999984741211
1741559793.6025522,21767,13.880000114440918
1741559796.2440166,21880,13.880000114440918
1741559797.6356406,21938,13.899999618530273
1741559798.9060001,21993,13.899999618530273
1741559808.2004113,22385,13.949999809265137
1741559812.1267545,22550,13.899999618530273
1741559814.7441902,22662,13.90999984741211
1741559816.1423483,22719,13.920000076293945
1741559817.3771553,22773,13.890000343322754
1741559822.6070054,22991,13.90999984741211
1741559823.9497979,23047,13.90999984741211
1741559825.2489727,23102,13.899999618530273
1741559826.5578864,23158,13.90999984741211
1741559829.1004105,23266,13.859999656677246
1741559830.3554008,23318,13.800000190734863
1741559834.2702868,23485,13.789999961853027
1741559838.5443356,23659,13.859999656677246
1741559839.8941655,23715,13.869999885559082
1741559842.5549607,23826,13.859999656677246
1741559845.0675125,23934,13.84000015258789
1741559846.4359674,23990,13.829999923706055
1741559847.739419,24045,13.829999923706055
1741559849,24102,13.829999923706055
1741559850.452933,24159,13.859999656677246
1741559851.7769992,24215,13.869999885559082
1741559854.4755402,24329,13.90999984741211
1741559855.760863,24383,13.920000076293945
1741559857.0447774,24438,13.90999984741211
1741559860.807589,24600,13.880000114440918
1741559862.1014285,24656,13.899999618530273
1741559863.3128955,24709,13.90999984741211
1741559865.8107507,24820,13.920000076293945
1741559867.0701745,24874,13.890000343322754
1741559868.454164,24933,13.930000305175781
1741559870.9397483,25045,13.859999656677246
1741559872.193799,25099,13.84000015258789
1741559874.6367242,25209,13.829999923706055
1741559875.9042704,25263,13.829999923706055
1741559878.406778,25373,13.829999923706055
1741559879.6705663,25428,13.829999923706055
1741559880.9555125,25481,13.789999961853027
1741559883.5439107,25590,13.75
1741559888.6370792,25810,13.720000267028809
1741559889.9177969,25865,13.710000038146973
1741559891.2169483,25922,13.75
1741559892.425296,25976,13.760000228881836
1741559894.842291,26084,13.75
1741559896.0700428,26139,13.75
1741559898.6094835,26249,13.75
1741559901.2277236,26363,13.739999771118164
1741559903,26419,13.739999771118164
1741559903.7421012,26473,13.739999771118164
1741559904.9560535,26528,13.739999771118164
1741559907.4846935,26637,13.739999771118164
1741559908.6998665,26691,13.739999771118164
1741559917.4531145,27075,13.729999542236328
1741559922.5569444,27295,13.729999542236328
1741559926.2790132,27457,13.729999542236328
1741559927.5482924,27513,13.739999771118164
1741559928.8584948,27569,13.739999771118164
1741559930,27624,13.75
1741559935.1894326,27842,13.68999958
1741559936.4946241,27897,13.68999958
1741559937.727358,27951,13.680000305175781
1741559938.9064724,28006,13.68999958
1741559942.6900551,28167,13.680000305175781
1741559943.9447527,28222,13.670000076293945
1741559945.2565122,28277,13.670000076293945
1741559946.5106788,28332,13.68999958
1741559947.881805,28392,13.720000267028809
1741559949,28446,13.710000038146973
1741559951.6897483,28557,13.699999809265137
1741559952.9330657,28612,13.699999809265137
1741559954.2718163,28669,13.739999771118164
1741559956.757725,28780,13.770000457763672
1741559958.108092,28838,13.81000042
1741559959.3812768,28894,13.81000042
1741559960.630148,28949,13.800000190734863
1741559961.8929722,29004,13.800000190734863
1741559963.1611116,29060,13.819999694824219
1741559967.009268,29227,13.850000381469727
1741559968.2939868,29283,13.859999656677246
1741559970.7864172,29392,13.859999656677246
1741559975.8453515,29612,13.899999618530273
1741559977.0554051,29666,13.890000343322754
1741559979.5302246,29777,13.850000381469727
1741559980.7633233,29832,13.859999656677246
1741559981.9997702,29886,13.84000015258789
1741559983.2228935,29941,13.84000015258789
1741559984.5013804,29996,13.84000015258789
1741559985.7693264,30051,13.819999694824219
1741559989.611397,30218,13.800000190734863
1741559993.5095646,30384,13.800000190734863
